Date,Store,Dept,Weekly_Sales
2013-07-12,2,22,11535.93860000001
2013-07-12,2,23,29073.441300000002
2013-07-12,2,24,5893.2804000000015
2013-07-12,2,25,13216.535100000003
2013-07-12,2,26,7014.5745000000015
2013-07-12,2,27,1118.5848000000003
2013-07-12,2,28,371.71039999999977
2013-07-12,2,29,6210.156600000004
2013-07-12,2,30,4766.654299999998
2013-07-12,2,31,3706.3581999999965
2013-07-12,2,32,9831.989899999997
2013-07-12,2,33,6133.238399999999
2013-07-12,2,34,17364.9353
2013-07-12,2,35,3746.452100000003
2013-07-12,2,36,4320.9414
2013-07-12,2,37,4415.090599999999
2013-07-12,2,38,70786.80290000005
2013-07-12,2,40,77808.94759999997
2013-07-12,2,41,2034.3662000000018
2013-07-12,2,42,8919.532500000003
2013-07-12,2,44,5967.5569000000005
2013-07-12,2,46,29996.82640000001
2013-07-12,2,48,1345.19
2013-07-12,2,49,15570.692099999987
2013-07-12,2,52,3145.998899999999
2013-07-12,2,55,8570.848399999995
2013-07-12,2,56,1641.4102999999993
2013-07-12,2,58,24747.6941
2013-07-12,2,59,338.18909999999994
2013-07-12,2,60,301.06080000000003
2013-07-12,2,67,9075.178099999992
2013-07-12,2,71,5368.129500000003
2013-07-12,2,72,55234.80829999998
2013-07-12,2,74,17541.2
2013-07-12,2,79,32083.39629999999
2013-07-12,2,80,27030.343500000025
2013-07-12,2,81,32177.332099999978
2013-07-12,2,82,23610.996899999995
2013-07-12,2,83,6284.220999999996
2013-07-12,2,85,3003.5630999999994
2013-07-12,2,87,24368.076700000023
2013-07-12,2,90,98701.5705
2013-07-12,2,91,85343.70240000004
2013-07-12,2,92,100000.0
2013-07-12,2,93,81708.28199999993
2013-07-12,2,94,74540.63770000004
2013-07-12,2,95,100000.0
2013-07-12,2,96,39424.24840000002
2013-07-12,2,97,43428.77539999999
2013-07-12,2,98,13667.44999999999
2013-07-12,2,99,14.851999999999984
2013-07-19,2,1,23616.582400000003
2013-07-19,2,2,65386.689000000006
2013-07-19,2,3,26926.437799999992
2013-07-19,2,4,44434.687799999985
2013-07-19,2,5,21860.4054
2013-07-19,2,6,4881.560199999999
2013-07-19,2,7,33865.78890000001
2013-07-19,2,8,58059.940400000036
2013-07-19,2,9,34987.808199999985
2013-07-19,2,10,38267.27709999998
2013-07-19,2,11,30494.025100000003
2013-07-19,2,12,8368.539600000006
2013-07-19,2,13,45379.139099999964
2013-07-19,2,14,17829.325300000004
2013-07-19,2,16,31080.980900000013
2013-07-19,2,17,12597.909300000001
2013-07-19,2,18,2.724599999999999
2013-07-19,2,19,3554.195899999998
2013-07-19,2,20,5970.711900000002
2013-07-19,2,21,7950.207899999996
2013-07-19,2,22,11526.848399999999
2013-07-19,2,23,31267.367799999993
2013-07-19,2,24,5733.5356
2013-07-19,2,25,14251.9146
2013-07-19,2,26,7359.9340999999995
2013-07-19,2,27,1238.3429000000006
2013-07-19,2,28,370.0946
2013-07-19,2,29,6492.442100000001
2013-07-19,2,30,4932.5174
2013-07-19,2,31,4311.931399999998
2013-07-19,2,32,9638.253300000004
2013-07-19,2,33,6004.0446999999995
2013-07-19,2,34,17759.277699999995
2013-07-19,2,35,3695.6663
2013-07-19,2,36,2930.3416
2013-07-19,2,37,4185.719699999999
2013-07-19,2,38,69422.68230000003
2013-07-19,2,40,79457.20430000001
2013-07-19,2,41,1997.078800000001
2013-07-19,2,42,8782.409900000004
2013-07-19,2,44,6185.844399999999
2013-07-19,2,46,29737.749400000033
2013-07-19,2,48,1584.2296000000001
2013-07-19,2,49,16847.959699999996
2013-07-19,2,52,3485.2742000000003
2013-07-19,2,55,8679.961199999994
2013-07-19,2,56,1664.9818
2013-07-19,2,58,24012.7597
2013-07-19,2,59,355.68109999999984
2013-07-19,2,60,313.67980000000006
2013-07-19,2,67,9305.823100000001
2013-07-19,2,71,5072.435200000002
2013-07-19,2,72,55386.60520000002
2013-07-19,2,74,17061.484600000007
2013-07-19,2,79,29608.096299999997
2013-07-19,2,80,26801.050500000012
2013-07-19,2,81,31924.67099999999
2013-07-19,2,82,23215.116900000008
2013-07-19,2,83,6048.993999999999
2013-07-19,2,85,2821.1166000000003
2013-07-19,2,87,23914.658400000008
2013-07-19,2,90,97810.0528
2013-07-19,2,91,84158.57860000001
2013-07-19,2,92,100000.0
2013-07-19,2,93,78316.10449999996
2013-07-19,2,94,73230.23520000004
2013-07-19,2,95,100000.0
2013-07-19,2,96,39010.637
2013-07-19,2,97,41971.99759999998
2013-07-19,2,98,13989.251999999993
2013-07-19,2,99,22.065699999999993
2013-07-26,2,1,22997.413100000005
2013-07-26,2,2,65000.3392
2013-07-26,2,3,28409.060299999997
2013-07-26,2,4,43569.62360000001
2013-07-26,2,5,21881.14939999999
2013-07-26,2,6,5187.6700999999985
2013-07-26,2,7,32508.720500000007
2013-07-26,2,8,57917.439799999986
2013-07-26,2,9,35718.9181
2013-07-26,2,10,39378.19429999998
2013-07-26,2,11,29927.5449
2013-07-26,2,12,8351.491500000002
2013-07-26,2,13,45313.556699999965
2013-07-26,2,14,17915.521600000004
2013-07-26,2,16,30100.571400000015
2013-07-26,2,17,12141.044700000004
2013-07-26,2,18,3.393500000000001
2013-07-26,2,19,3442.3856999999975
2013-07-26,2,20,5945.1458999999995
2013-07-26,2,21,8093.224399999997
2013-07-26,2,22,11880.237799999997
2013-07-26,2,23,28749.88670000001
2013-07-26,2,24,5853.3902
2013-07-26,2,25,14290.3883
2013-07-26,2,26,7186.9889
2013-07-26,2,27,1189.659100000001
2013-07-26,2,28,365.9528999999999
2013-07-26,2,29,6390.324300000004
2013-07-26,2,30,5106.774600000001
2013-07-26,2,31,4853.372899999997
2013-07-26,2,32,9924.199899999998
2013-07-26,2,33,6919.083500000001
2013-07-26,2,34,17352.64499999999
2013-07-26,2,35,3723.6107999999995
2013-07-26,2,36,2560.4320000000002
2013-07-26,2,37,4298.9754
2013-07-26,2,38,70003.92719999998
2013-07-26,2,40,79702.84449999999
2013-07-26,2,41,2853.6813
2013-07-26,2,42,8682.097900000004
2013-07-26,2,44,6161.600699999999
2013-07-26,2,46,29136.785500000013
2013-07-26,2,48,1366.8
2013-07-26,2,49,16958.238599999986
2013-07-26,2,52,3263.0003000000015
2013-07-26,2,54,36.99160000000005
2013-07-26,2,55,8821.5213
2013-07-26,2,56,1496.3560999999982
2013-07-26,2,58,25274.103800000004
2013-07-26,2,59,354.62449999999995
2013-07-26,2,60,302.29939999999993
2013-07-26,2,67,8950.322099999996
2013-07-26,2,71,4882.5021000000015
2013-07-26,2,72,57412.72390000001
2013-07-26,2,74,16914.963200000002
2013-07-26,2,79,28975.04299999998
2013-07-26,2,80,24495.366500000022
2013-07-26,2,81,30430.11179999999
2013-07-26,2,82,23061.934100000017
2013-07-26,2,83,5480.932900000002
2013-07-26,2,85,2844.3228
2013-07-26,2,87,23790.143500000002
2013-07-26,2,90,93442.03140000004
2013-07-26,2,91,75924.53749999998
2013-07-26,2,92,100000.0
2013-07-26,2,93,69324.46419999996
2013-07-26,2,94,71260.79709999997
2013-07-26,2,95,100000.0
2013-07-26,2,96,38505.093499999995
2013-07-26,2,97,39408.2343
2013-07-26,2,98,13691.39169999999
2013-07-26,2,99,86.89200000000007
2012-11-02,3,1,10469.644499999995
2012-11-02,3,2,20172.305300000004
2012-11-02,3,3,5225.212700000004
2012-11-02,3,4,9393.049700000009
2012-11-02,3,5,14530.303800000005
2012-11-02,3,6,2268.8051000000014
2012-11-02,3,7,9634.9698
2012-11-02,3,8,8634.550499999998
2012-11-02,3,9,10338.438399999995
2012-11-02,3,10,12472.262500000003
2012-11-02,3,11,9747.180299999995
2012-11-02,3,12,2587.4501999999998
2012-11-02,3,13,12848.885499999993
2012-11-02,3,14,4751.271299999999
2012-11-02,3,16,3100.6647999999986
2012-11-02,3,17,3059.189000000001
2012-11-02,3,18,10107.042600000004
2012-11-02,3,19,648.8217000000003
2012-11-02,3,20,1577.3778000000007
2012-11-02,3,21,1426.5584
2012-11-02,3,22,3448.1661000000026
2012-11-02,3,23,13896.3158
2012-11-02,3,24,3566.3329000000003
2012-11-02,3,25,5232.880100000007
2012-11-02,3,26,4149.552800000001
2012-11-02,3,27,603.1434999999998
2012-11-02,3,28,232.15739999999994
2012-11-02,3,29,1643.2616999999984
2012-11-02,3,30,1254.7625999999996
2012-11-02,3,31,1196.328899999999
2012-11-02,3,32,4722.318199999998
2012-11-02,3,33,4116.896500000002
2012-11-02,3,34,5013.553599999997
2012-11-02,3,35,1015.3280000000002
2012-11-02,3,36,707.2399000000001
2012-11-02,3,38,97674.62400000004
2012-11-02,3,40,21442.252300000004
2012-11-02,3,41,769.5216000000004
2012-11-02,3,42,5282.044299999998
2012-11-02,3,44,2602.382400000001
2012-11-02,3,46,6317.230900000004
2012-11-02,3,49,14.392100000000003
2012-11-02,3,52,1071.6888999999999
2012-11-02,3,54,40.15760000000003
2012-11-02,3,55,9311.669499999995
2012-11-02,3,56,702.0731
2012-11-02,3,59,132.90719999999985
2012-11-02,3,60,131.86200000000005
2012-11-02,3,67,2311.8985
2012-11-02,3,71,1614.8882000000015
2012-11-02,3,72,28923.735900000003
2012-11-02,3,74,4032.0535000000023
2012-11-02,3,79,7442.813600000006
2012-11-02,3,81,1920.6747000000012
2012-11-02,3,82,7430.7175
2012-11-02,3,85,673.4687999999999
2012-11-02,3,87,1207.859000000001
2012-11-02,3,90,1800.6607999999999
2012-11-02,3,91,258.7460000000002
2012-11-02,3,92,9334.871299999997
2012-11-02,3,94,529.1959999999999
2012-11-02,3,95,14843.693899999991
2012-11-02,3,96,3369.0027999999998
2012-11-02,3,97,484.86599999999993
2012-11-09,3,1,8526.689199999995
2012-11-09,3,2,19076.0829
2012-11-09,3,3,5412.846300000001
2012-11-09,3,4,14515.528900000003
2012-11-09,3,5,27768.130699999983
2012-11-09,3,6,7756.588100000001
2012-11-09,3,7,11999.95680000001
2012-11-09,3,8,8706.797899999998
2012-11-09,3,9,10641.3764
2012-11-09,3,10,12232.437600000007
2012-11-09,3,11,10068.812199999998
2012-11-09,3,12,2798.8578999999986
2012-11-09,3,13,11939.714699999997
2012-11-09,3,14,6746.090000000001
2012-11-09,3,16,3089.3849000000005
2012-11-09,3,17,2801.4997000000003
2012-11-09,3,18,7954.594400000002
2012-11-09,3,19,654.1066000000003
2012-11-09,3,20,2135.1819000000014
2012-11-09,3,21,1588.4549999999995
2012-11-09,3,22,6360.351000000002
2012-11-09,3,23,14079.859599999994
2012-11-09,3,24,3451.413199999998
2012-11-09,3,25,4985.6294000000025
2012-11-09,3,26,4372.503700000002
2012-11-09,3,27,551.7764000000002
2012-11-09,3,28,222.54260000000005
2012-11-09,3,29,1341.4644999999991
2012-11-09,3,30,1146.1520999999996
2012-11-09,3,31,868.602
2012-11-09,3,32,4034.6011000000003
2012-11-09,3,33,3715.007
2012-11-09,3,34,5164.419599999997
2012-11-09,3,35,992.1222000000005
2012-11-09,3,36,650.8643000000005
2012-11-09,3,38,96406.1561
2012-11-09,3,40,20162.808100000002
2012-11-09,3,41,844.3569999999999
2012-11-09,3,42,5513.488399999998
2012-11-09,3,44,2553.4006000000013
2012-11-09,3,46,6121.208300000003
2012-11-09,3,47,15.6503
2012-11-09,3,49,13.25170000000001
2012-11-09,3,52,1066.9242
2012-11-09,3,55,13772.853099999997
2012-11-09,3,56,553.6089
2012-11-09,3,59,251.18079999999975
2012-11-09,3,60,151.96580000000003
2012-11-09,3,67,1942.4312000000002
2012-11-09,3,71,1288.8751000000004
2012-11-09,3,72,29684.902599999998
2012-11-09,3,74,3719.442000000002
2012-11-09,3,79,7373.422200000004
2012-11-09,3,81,1916.251600000001
2012-11-09,3,82,7199.665699999999
2012-11-09,3,85,701.6117999999999
2012-11-09,3,87,1171.9498000000003
2012-11-09,3,90,1783.9638999999995
2012-11-09,3,91,396.19560000000007
2012-11-09,3,92,9419.311799999996
2012-11-09,3,94,488.8901999999999
2012-11-09,3,95,15386.625099999994
2012-11-09,3,96,3905.731899999999
2012-11-09,3,97,546.2162999999999
2012-11-16,3,1,8809.059299999997
2012-11-16,3,2,18200.922700000014
2012-11-16,3,3,5037.204300000002
2012-11-16,3,4,8547.911499999997
2012-11-16,3,5,14211.773400000004
2012-11-16,3,6,2140.453800000001
2012-11-16,3,7,10378.104699999996
2012-11-16,3,8,8564.231599999994
2012-11-16,3,9,10484.865499999996
2012-11-16,3,10,11013.698400000003
2012-11-16,3,11,8614.775799999992
2012-11-16,3,12,2660.4778999999985
2012-11-16,3,13,11951.499400000002
2012-11-16,3,14,4825.371500000001
2012-11-16,3,16,2516.817199999998
2012-11-16,3,17,2895.3358000000007
2012-11-16,3,18,5967.396499999998
2012-11-16,3,19,649.4809000000001
2012-11-16,3,20,1571.0694000000003
2012-11-16,3,21,1388.6689999999999
2012-11-16,3,22,3142.0937000000017
2012-11-16,3,23,12580.957000000002
2012-11-16,3,24,3229.123100000001
2012-11-16,3,25,4816.3846
2012-11-16,3,26,3758.1956000000023
2012-11-16,3,27,596.7704999999997
2012-11-16,3,28,197.6691999999999
2012-11-16,3,29,1600.3474999999976
2012-11-16,3,30,1130.4619
2012-11-16,3,31,894.9531999999998
2012-11-16,3,32,4760.503299999999
2012-11-16,3,33,3775.871100000001
2012-11-16,3,34,4787.183599999997
2012-11-16,3,35,1072.9339
2012-11-16,3,36,805.2855000000002
2012-11-16,3,38,96423.79450000002
2012-11-16,3,40,19393.549000000003
2012-11-16,3,41,897.2677
2012-11-16,3,42,5169.346199999995
2012-11-16,3,44,2752.619500000001
2012-11-16,3,46,6466.290400000002
2012-11-16,3,49,22.605000000000004
2012-11-16,3,52,1167.2147000000007
2012-11-16,3,55,10467.472899999997
2012-11-16,3,56,522.3875999999999
2012-11-16,3,59,165.29229999999984
2012-11-16,3,60,129.62600000000006
2012-11-16,3,67,2058.5807000000004
2012-11-16,3,71,1214.5402000000004
2012-11-16,3,72,29023.24810000002
2012-11-16,3,74,3687.4873999999995
2012-11-16,3,79,7077.423399999997
2012-11-16,3,81,1888.3489000000002
2012-11-16,3,82,7370.428299999996
2012-11-16,3,85,686.6255999999998
2012-11-16,3,87,1105.3240000000008
2012-11-16,3,90,1809.5828
2012-11-16,3,91,255.20269999999994
2012-11-16,3,92,9439.665599999995
2012-11-16,3,95,14185.957
2012-11-16,3,96,3502.2026999999985
2012-11-16,3,97,501.4695999999999
2012-11-16,3,98,27.992600000000003
2012-11-23,3,1,9566.1942
2012-11-23,3,2,18439.138600000013
2012-11-23,3,3,5292.051299999999
2012-11-23,3,4,16847.480800000016
2012-11-23,3,5,28620.829999999973
2012-11-23,3,6,6465.623700000005
2012-11-23,3,7,28101.711500000005
2012-11-23,3,8,9840.046500000004
2012-11-23,3,9,13184.752900000014
2012-11-23,3,10,11654.193400000004
2012-11-23,3,11,9630.166300000003
2012-11-23,3,12,2164.095
2012-11-23,3,13,11875.473700000004
2012-11-23,3,14,12285.003
2012-11-23,3,16,3272.217899999999
2012-11-23,3,17,4229.532499999995
2012-11-23,3,18,7917.8804
2012-11-23,3,19,934.4476999999993
2012-11-23,3,20,2992.2478999999994
2012-11-23,3,21,2222.8839999999996
2012-11-23,3,22,5756.725600000005
2012-11-23,3,23,15534.977400000014
2012-11-23,3,24,4891.270099999995
2012-11-23,3,25,4912.067799999995
2012-11-23,3,26,4711.346400000003
2012-11-23,3,27,628.1505999999999
2012-11-23,3,28,204.08199999999997
2012-11-23,3,29,2274.624
2012-11-23,3,30,1174.9210999999998
2012-11-23,3,31,800.305
2012-11-23,3,32,5150.690699999997
2012-11-23,3,33,4726.8842
2012-11-23,3,34,5757.003199999996
2012-11-23,3,35,1020.6682000000004
2012-11-23,3,36,1004.8598
2012-11-23,3,38,83021.11770000006
2012-11-23,3,40,18694.9826
2012-11-23,3,41,1647.159200000001
2012-11-23,3,42,4492.278500000002
2012-11-23,3,44,3270.0713999999984
2012-11-23,3,46,7773.3378999999995
2012-11-23,3,49,27.58659999999999
2012-11-23,3,52,2050.4026000000003
2012-11-23,3,54,35.31740000000006
2012-11-23,3,55,17149.841000000004
2012-11-23,3,56,625.5351
2012-11-23,3,59,265.00429999999966
2012-11-23,3,60,132.83200000000008
2012-11-23,3,67,2331.2279000000003
2012-11-23,3,71,1716.4669999999999
2012-11-23,3,72,84764.70199999987
2012-11-23,3,74,7255.271200000004
2012-11-23,3,79,7431.941599999995
2012-11-23,3,80,7.939700000000005
2012-11-23,3,81,1916.5511000000008
2012-11-23,3,82,7883.177399999999
2012-11-23,3,85,739.2874
2012-11-23,3,87,1409.4052000000004
2012-11-23,3,90,1871.3520000000012
2012-11-23,3,91,288.59679999999975
2012-11-23,3,92,9655.786299999992
2012-11-23,3,95,13912.737200000005
2012-11-23,3,96,4025.4849
2012-11-23,3,97,473.6409999999999
2012-11-23,3,98,72.76019999999998
2012-11-30,3,1,12789.662199999995
2012-11-30,3,2,18660.033900000017
2012-11-30,3,3,5480.543
2012-11-30,3,4,9791.7131
2012-11-30,3,5,21070.843200000007
2012-11-30,3,6,4708.320100000001
2012-11-30,3,7,17655.495000000003
2012-11-30,3,8,8913.6469
2012-11-30,3,9,11383.007899999999
2012-11-30,3,10,11160.410700000002
2012-11-30,3,11,9654.969799999993
2012-11-30,3,12,1987.0808000000002
2012-11-30,3,13,12055.768399999999
2012-11-30,3,14,7617.541399999996
2012-11-30,3,16,2565.979999999998
2012-11-30,3,17,4173.6170999999995
2012-11-30,3,18,7409.9691
2012-11-30,3,19,889.4165999999999
2012-11-30,3,20,1799.0662999999997
2012-11-30,3,21,1599.6194
2012-11-30,3,22,4107.191400000001
2012-11-30,3,23,14393.527600000009
2012-11-30,3,24,4313.782800000002
2012-11-30,3,25,4819.158799999999
2012-11-30,3,26,3736.2012000000022
2012-11-30,3,27,578.2641000000004
2012-11-30,3,28,216.2232999999999
2012-11-30,3,29,2119.403299999999
2012-11-30,3,30,1121.3396999999998
2012-11-30,3,31,851.9007
2012-11-30,3,32,4915.7937999999995
2012-11-30,3,33,4033.907100000003
2012-11-30,3,34,5244.644399999996
2012-11-30,3,35,1013.9174000000004
2012-11-30,3,36,1021.6152999999996
2012-11-30,3,38,85001.53760000005
2012-11-30,3,40,19214.877399999994
2012-11-30,3,41,1479.0429000000006
2012-11-30,3,42,4183.766899999999
2012-11-30,3,44,3300.590899999998
2012-11-30,3,46,7516.1432
2012-11-30,3,52,1171.3147
2012-11-30,3,55,15562.253899999996
2012-11-30,3,56,676.7981
2012-11-30,3,59,264.5224999999997
2012-11-30,3,60,135.40800000000002
2012-11-30,3,67,2439.8634
2012-11-30,3,71,1213.6955999999998
2012-11-30,3,72,29484.24580000001
2012-11-30,3,74,3596.7452000000008
2012-11-30,3,79,7242.134699999996
2012-11-30,3,81,1941.5346000000009
2012-11-30,3,82,7804.999299999996
2012-11-30,3,85,801.7337999999999
2012-11-30,3,87,1508.4649000000013
2012-11-30,3,90,1876.6803000000007
2012-11-30,3,91,250.44559999999987
2012-11-30,3,92,8934.485299999998
2012-11-30,3,95,13942.731800000007
2012-11-30,3,96,4113.375000000001
2012-11-30,3,97,436.5238999999997
2012-11-30,3,98,92.23799999999997
2012-12-07,3,1,11792.047599999996
2012-12-07,3,2,19650.823700000004
2012-12-07,3,3,5402.366100000001
2012-12-07,3,4,9403.644700000003
2012-12-07,3,5,19052.1014
2012-12-07,3,6,3627.7422
2012-12-07,3,7,25473.489200000018
2012-12-07,3,8,9253.499999999996
2012-12-07,3,9,11217.083400000003
2012-12-07,3,10,11315.582199999999
2012-12-07,3,11,10891.903599999992
2012-12-07,3,12,2692.4188999999988
2012-12-07,3,13,12412.238400000004
2012-12-07,3,14,6273.5551000000005
2012-12-07,3,16,2907.2085
2012-12-07,3,17,3241.797300000001
2012-12-07,3,18,14997.060000000009
2012-12-07,3,19,908.6570999999994
2012-12-07,3,20,1473.6240999999998
2012-12-07,3,21,1419.6900999999996
2012-12-07,3,22,4313.740600000002
2012-12-07,3,23,16311.462999999994
2012-12-07,3,24,4940.473800000002
2012-12-07,3,25,5878.467000000005
2012-12-07,3,26,4398.6543
2012-12-07,3,27,741.3497
2012-12-07,3,28,244.15089999999998
2012-12-07,3,29,2448.1936
2012-12-07,3,30,1165.8834999999995
2012-12-07,3,31,1404.3508999999988
2012-12-07,3,32,9060.919699999997
2012-12-07,3,33,6240.777200000003
2012-12-07,3,34,6231.296100000001
2012-12-07,3,35,1110.4415999999997
2012-12-07,3,36,1000.6166999999997
2012-12-07,3,38,96873.1732
2012-12-07,3,40,20450.9994
2012-12-07,3,41,1203.4430000000002
2012-12-07,3,42,4718.976799999999
2012-12-07,3,44,3361.293400000001
2012-12-07,3,46,11376.801799999988
2012-12-07,3,52,1330.3585000000003
2012-12-07,3,54,50.68520000000005
2012-12-07,3,55,10510.362299999995
2012-12-07,3,56,1233.5520000000006
2012-12-07,3,59,1400.6170000000002
2012-12-07,3,60,284.8400000000003
2012-12-07,3,67,2511.7055
2012-12-07,3,71,1334.5981000000006
2012-12-07,3,72,29402.22
2012-12-07,3,74,3682.9130000000005
2012-12-07,3,79,7209.757699999998
2012-12-07,3,80,12.266299999999994
2012-12-07,3,81,1970.0575000000003
2012-12-07,3,82,9340.6457
2012-12-07,3,85,794.4034000000003
2012-12-07,3,87,1408.9949
2012-12-07,3,90,1840.5226000000011
2012-12-07,3,91,257.7558999999997
2012-12-07,3,92,9402.064400000005
2012-12-07,3,95,14453.333699999994
2012-12-07,3,96,4098.368699999997
2012-12-07,3,97,447.29889999999983
2012-12-07,3,98,85.39589999999998
2012-12-14,3,1,12568.772099999995
2012-12-14,3,2,18578.649400000013
2012-12-14,3,3,5496.413199999999
2012-12-14,3,4,8829.245300000008
2012-12-14,3,5,17345.910800000012
2012-12-14,3,6,2648.289499999999
2012-12-14,3,7,23158.243100000014
2012-12-14,3,8,8709.270899999996
2012-12-14,3,9,11371.8718
2012-12-14,3,10,10317.523499999994
2012-12-14,3,11,8267.079599999995
2012-12-14,3,12,2061.4649000000004
2012-12-14,3,13,11988.170100000007
2012-12-14,3,14,5935.431300000001
2012-12-14,3,16,1953.8036
2012-12-14,3,17,3452.7387000000003
2012-12-14,3,18,10741.394199999995
2012-12-14,3,19,1000.8958999999999
2012-12-14,3,20,1399.0718000000008
2012-12-14,3,21,1471.2625000000005
2012-12-14,3,22,3810.206900000004
2012-12-14,3,23,15967.237000000006
2012-12-14,3,24,4026.4657999999995
2012-12-14,3,25,5187.504200000003
2012-12-14,3,26,4431.191600000002
2012-12-14,3,27,903.4495000000004
2012-12-14,3,28,217.96979999999988
2012-12-14,3,29,2539.3773999999994
2012-12-14,3,30,1119.1667999999997
2012-12-14,3,31,1332.0347
2012-12-14,3,32,8701.278100000003
2012-12-14,3,33,5418.9126000000015
2012-12-14,3,34,6045.3274
2012-12-14,3,35,1105.9993000000002
2012-12-14,3,36,1109.0704999999994
2012-12-14,3,38,94213.63639999997
2012-12-14,3,40,19415.312999999995
2012-12-14,3,41,1211.8443000000004
2012-12-14,3,42,4732.445699999995
2012-12-14,3,44,3005.1051000000007
2012-12-14,3,46,11389.541899999987
2012-12-14,3,49,23.250999999999998
2012-12-14,3,52,1267.8038000000006
2012-12-14,3,55,9824.112299999995
2012-12-14,3,56,730.1313
2012-12-14,3,59,944.1613000000004
2012-12-14,3,60,168.76439999999988
2012-12-14,3,67,2892.439399999999
2012-12-14,3,71,1174.2018999999993
2012-12-14,3,72,29142.581299999994
2012-12-14,3,74,3486.1296
2012-12-14,3,79,7196.798799999994
2012-12-14,3,80,12.429200000000002
2012-12-14,3,81,1857.5526999999995
2012-12-14,3,82,9853.857300000003
2012-12-14,3,85,918.0840000000001
2012-12-14,3,87,1394.3357999999994
2012-12-14,3,90,1835.0569000000012
2012-12-14,3,91,206.4014999999999
2012-12-14,3,92,9621.841299999998
2012-12-14,3,95,13541.737300000003
2012-12-14,3,96,4031.0784
2012-12-14,3,97,481.9347999999998
2012-12-14,3,98,68.13550000000004
2012-12-21,3,1,11987.9371
2012-12-21,3,2,18699.46140000002
2012-12-21,3,3,5548.440000000001
2012-12-21,3,4,9528.513700000007
2012-12-21,3,5,20332.809900000004
2012-12-21,3,6,3310.4896999999996
2012-12-21,3,7,33491.09020000003
2012-12-21,3,8,9067.950799999997
2012-12-21,3,9,11171.0123
2012-12-21,3,10,10714.2372
2012-12-21,3,11,9265.723599999988
2012-12-21,3,12,2338.4251
2012-12-21,3,13,12094.129000000004
2012-12-21,3,14,6782.216600000002
2012-12-21,3,16,2361.884099999999
2012-12-21,3,17,3660.7018
2012-12-21,3,18,7815.135399999996
2012-12-21,3,19,1006.8484000000004
2012-12-21,3,20,1476.6507000000004
2012-12-21,3,21,1526.1997000000001
2012-12-21,3,22,3899.6177000000043
2012-12-21,3,23,18371.4332
2012-12-21,3,24,3920.0872999999997
2012-12-21,3,25,5348.865700000004
2012-12-21,3,26,4518.4731
2012-12-21,3,27,1072.0574000000008
2012-12-21,3,28,270.2054999999999
2012-12-21,3,29,3440.300799999999
2012-12-21,3,30,985.329
2012-12-21,3,31,1446.9828999999997
2012-12-21,3,32,15619.929199999999
2012-12-21,3,33,6906.367400000004
2012-12-21,3,34,6517.031000000005
2012-12-21,3,35,1126.5230000000004
2012-12-21,3,36,1140.5363999999995
2012-12-21,3,38,91631.90099999995
2012-12-21,3,40,19502.965
2012-12-21,3,41,1604.5775000000003
2012-12-21,3,42,5066.3592999999955
2012-12-21,3,44,2541.3343000000027
2012-12-21,3,46,15604.412499999986
2012-12-21,3,49,24.52770000000001
2012-12-21,3,52,1194.7002000000002
2012-12-21,3,54,75.62040000000005
2012-12-21,3,55,11420.590099999998
2012-12-21,3,56,780.8283000000001
2012-12-21,3,59,1710.3805000000002
2012-12-21,3,60,384.90400000000045
2012-12-21,3,67,3707.9476999999997
2012-12-21,3,71,1193.4736999999996
2012-12-21,3,72,32865.24950000002
2012-12-21,3,74,3539.061500000002
2012-12-21,3,79,7111.418599999997
2012-12-21,3,80,11.746199999999996
2012-12-21,3,81,1425.6904000000002
2012-12-21,3,82,13157.474000000006
2012-12-21,3,85,1052.3012999999994
2012-12-21,3,87,1471.4536
2012-12-21,3,90,1827.8719000000015
2012-12-21,3,91,259.38939999999985
2012-12-21,3,92,9423.6951
2012-12-21,3,95,13830.070099999994
2012-12-21,3,96,4516.916399999997
2012-12-21,3,97,476.8914999999999
2012-12-21,3,98,78.85449999999999
2012-12-28,3,1,9322.4899
2012-12-28,3,2,17621.673000000003
2012-12-28,3,3,5441.9495
2012-12-28,3,4,9613.413900000007
2012-12-28,3,5,18569.480400000022
2012-12-28,3,6,3371.600499999999
2012-12-28,3,7,18785.5955
2012-12-28,3,8,8963.925899999998
2012-12-28,3,9,10558.813900000003
2012-12-28,3,10,10138.219599999997
2012-12-28,3,11,9225.945799999994
2012-12-28,3,12,1642.1416999999988
2012-12-28,3,13,11902.494700000007
2012-12-28,3,14,7702.598599999998
2012-12-28,3,16,2414.756299999999
2012-12-28,3,17,4072.0788000000043
2012-12-28,3,18,6505.464899999996
2012-12-28,3,19,968.8125000000006
2012-12-28,3,20,1425.7567000000013
2012-12-28,3,21,1376.7710000000013
2012-12-28,3,22,3956.1663000000026
2012-12-28,3,23,16727.186
2012-12-28,3,24,3609.0772000000024
2012-12-28,3,25,4577.795700000003
2012-12-28,3,26,4252.022600000004
2012-12-28,3,27,774.3734999999994
2012-12-28,3,28,267.0297
2012-12-28,3,29,2413.646499999999
2012-12-28,3,30,969.6832000000012
2012-12-28,3,31,1203.5052999999998
2012-12-28,3,32,12045.456399999983
2012-12-28,3,33,4324.448900000001
2012-12-28,3,34,5083.482599999998
2012-12-28,3,35,1158.4216000000006
2012-12-28,3,36,904.8534000000009
2012-12-28,3,38,84378.45650000003
