Store_Dept_Date,Weekly_Sales
5_4_2012-12-07,11154.350300000006
5_5_2012-12-07,18484.6534
5_6_2012-12-07,6491.909299999999
5_7_2012-12-07,25727.784800000023
5_8_2012-12-07,14106.865399999995
5_9_2012-12-07,9200.799099999997
5_10_2012-12-07,9914.402199999993
5_11_2012-12-07,9510.813899999997
5_12_2012-12-07,2772.437
5_13_2012-12-07,12008.374700000004
5_14_2012-12-07,7014.614199999997
5_16_2012-12-07,2889.7367000000017
5_17_2012-12-07,2816.8614000000002
5_18_2012-12-07,11544.930799999996
5_19_2012-12-07,89.76880000000001
5_20_2012-12-07,1874.8114000000007
5_21_2012-12-07,1756.6671000000001
5_22_2012-12-07,6488.379300000005
5_23_2012-12-07,9190.814700000006
5_24_2012-12-07,2916.1314999999977
5_25_2012-12-07,3255.1599000000006
5_26_2012-12-07,2668.1310999999973
5_27_2012-12-07,662.9075999999995
5_28_2012-12-07,231.30380000000002
5_29_2012-12-07,2278.0686999999994
5_30_2012-12-07,775.2019999999997
5_31_2012-12-07,1141.1698000000006
5_32_2012-12-07,6065.400599999996
5_33_2012-12-07,2987.2262999999984
5_34_2012-12-07,4451.041
5_35_2012-12-07,798.7126
5_36_2012-12-07,632.6337
5_38_2012-12-07,64575.33300000003
5_40_2012-12-07,20420.202999999994
5_41_2012-12-07,1397.1399000000008
5_42_2012-12-07,2838.564799999999
5_44_2012-12-07,1835.8535000000006
5_46_2012-12-07,8648.052699999998
5_52_2012-12-07,914.5048000000005
5_54_2012-12-07,72.13280000000007
5_55_2012-12-07,7031.762400000003
5_56_2012-12-07,905.6403000000003
5_58_2012-12-07,812.6354000000001
5_60_2012-12-07,458.84680000000003
5_67_2012-12-07,5138.6287999999995
5_71_2012-12-07,560.2291000000001
5_72_2012-12-07,26652.779499999997
5_74_2012-12-07,3643.4292000000014
5_79_2012-12-07,4898.014500000002
5_80_2012-12-07,11.286299999999997
5_81_2012-12-07,2894.8147999999987
5_82_2012-12-07,11773.960499999994
5_85_2012-12-07,942.1896000000004
5_87_2012-12-07,11653.3352
5_90_2012-12-07,3284.8446999999987
5_91_2012-12-07,1366.6563999999996
5_92_2012-12-07,9717.754300000002
5_95_2012-12-07,18625.9161
5_96_2012-12-07,8127.478200000001
5_97_2012-12-07,686.6163999999997
5_1_2012-12-14,12861.9062
5_2_2012-12-14,12506.04249999999
5_3_2012-12-14,3953.010900000002
5_4_2012-12-14,10261.082300000004
5_5_2012-12-14,10725.402800000007
5_6_2012-12-14,1408.252500000001
5_7_2012-12-14,18081.425099999997
5_8_2012-12-14,14268.848800000005
5_9_2012-12-14,8146.447599999996
5_10_2012-12-14,9506.826199999992
5_11_2012-12-14,9011.484899999994
5_12_2012-12-14,2025.2356000000009
5_13_2012-12-14,10990.8969
5_14_2012-12-14,5247.071500000003
5_16_2012-12-14,2321.528400000001
5_17_2012-12-14,3220.590000000001
5_18_2012-12-14,9829.997599999997
5_19_2012-12-14,54.03190000000001
5_20_2012-12-14,1015.2572999999991
5_21_2012-12-14,1428.6937000000005
5_22_2012-12-14,3958.0213000000012
5_23_2012-12-14,8915.661899999997
5_24_2012-12-14,2393.004999999999
5_25_2012-12-14,2796.916299999999
5_26_2012-12-14,2590.381699999997
5_27_2012-12-14,796.6576
5_28_2012-12-14,234.5434
5_29_2012-12-14,2167.2594
5_30_2012-12-14,691.6155999999996
5_31_2012-12-14,994.5656999999999
5_32_2012-12-14,4459.247999999994
5_33_2012-12-14,2294.865099999998
5_34_2012-12-14,3754.501900000001
5_35_2012-12-14,765.4178999999999
5_36_2012-12-14,602.9577000000002
5_38_2012-12-14,56089.06310000001
5_40_2012-12-14,20481.165899999993
5_41_2012-12-14,1046.723800000001
5_42_2012-12-14,2761.2808999999993
5_44_2012-12-14,1775.2899000000011
5_46_2012-12-14,6858.6627
5_49_2012-12-14,41.5318
5_52_2012-12-14,634.7226000000003
5_54_2012-12-14,56.21320000000004
5_55_2012-12-14,5131.757500000004
5_56_2012-12-14,669.9981999999998
5_58_2012-12-14,555.4884999999999
5_59_2012-12-14,514.0779000000006
5_60_2012-12-14,330.0108000000002
5_67_2012-12-14,4253.015699999998
5_71_2012-12-14,573.2507999999999
5_72_2012-12-14,15704.401499999994
5_74_2012-12-14,3228.2788
5_79_2012-12-14,4918.643500000002
5_81_2012-12-14,2819.0011999999983
5_82_2012-12-14,6745.409999999993
5_85_2012-12-14,941.9187000000001
5_87_2012-12-14,11169.902900000003
5_90_2012-12-14,3314.188299999997
5_91_2012-12-14,1269.38
5_92_2012-12-14,9514.179099999998
5_95_2012-12-14,17987.2617
5_96_2012-12-14,6317.534000000002
5_97_2012-12-14,687.8831000000002
5_1_2012-12-21,14551.548899999994
5_2_2012-12-21,13832.750400000004
5_3_2012-12-21,3615.4025000000006
5_4_2012-12-21,10874.939600000002
5_5_2012-12-21,14880.769399999996
5_6_2012-12-21,2654.191599999998
5_7_2012-12-21,32129.72950000003
5_8_2012-12-21,14427.749199999993
5_9_2012-12-21,9783.301899999999
5_10_2012-12-21,9587.553999999993
5_11_2012-12-21,8388.561899999993
5_12_2012-12-21,2294.218800000001
5_13_2012-12-21,11013.350600000003
5_14_2012-12-21,6825.041899999999
5_16_2012-12-21,2399.5652
5_17_2012-12-21,3689.5349
5_18_2012-12-21,7279.153399999993
5_19_2012-12-21,84.5276
5_20_2012-12-21,1359.7404999999999
5_21_2012-12-21,1671.3062000000004
5_22_2012-12-21,4644.665000000004
5_23_2012-12-21,10351.467099999998
5_24_2012-12-21,2276.2522999999983
5_25_2012-12-21,3061.270499999999
5_26_2012-12-21,2824.1212999999984
5_27_2012-12-21,1041.2540000000001
5_28_2012-12-21,280.5245000000001
5_29_2012-12-21,3224.1991000000016
5_30_2012-12-21,759.3246
5_31_2012-12-21,1220.6473000000008
5_32_2012-12-21,7831.360199999999
5_33_2012-12-21,2945.019900000003
5_34_2012-12-21,4033.8555000000024
5_35_2012-12-21,757.3465
5_36_2012-12-21,687.6025
5_38_2012-12-21,57486.673599999995
5_40_2012-12-21,19944.734599999992
5_41_2012-12-21,1676.6037000000003
5_42_2012-12-21,2793.351099999997
5_44_2012-12-21,1674.042500000001
5_46_2012-12-21,11661.186500000005
5_52_2012-12-21,582.6728999999999
5_54_2012-12-21,66.05040000000002
5_55_2012-12-21,6468.369999999999
5_56_2012-12-21,511.47860000000003
5_58_2012-12-21,610.9585
5_59_2012-12-21,1286.0820999999996
5_60_2012-12-21,579.8508000000002
5_67_2012-12-21,5979.993499999999
5_71_2012-12-21,655.2111999999996
5_72_2012-12-21,20848.1498
5_74_2012-12-21,3278.3291
5_79_2012-12-21,5034.6613000000025
5_80_2012-12-21,15.339400000000005
5_81_2012-12-21,2854.521399999998
5_82_2012-12-21,12369.521799999993
5_85_2012-12-21,1305.7294000000009
5_87_2012-12-21,11596.4681
5_90_2012-12-21,3361.2934999999998
5_91_2012-12-21,1328.1036999999997
5_92_2012-12-21,9647.561899999995
5_95_2012-12-21,17776.6886
5_96_2012-12-21,6642.636300000001
5_97_2012-12-21,646.7569999999996
5_98_2012-12-21,87.78
5_99_2012-12-21,88.4427
5_1_2012-12-28,10943.373999999993
5_2_2012-12-28,12858.981699999986
5_3_2012-12-28,3838.6621999999975
5_4_2012-12-28,10948.240000000007
5_5_2012-12-28,11962.380399999998
5_6_2012-12-28,3035.066299999999
5_7_2012-12-28,14648.067099999997
5_8_2012-12-28,13454.793299999996
5_9_2012-12-28,8668.7093
5_10_2012-12-28,9370.768600000007
5_11_2012-12-28,9294.362099999997
5_12_2012-12-28,1853.8877999999997
5_13_2012-12-28,11046.554199999991
5_14_2012-12-28,7058.762899999999
5_16_2012-12-28,2706.938600000001
5_17_2012-12-28,4333.875899999998
5_18_2012-12-28,6213.177299999999
5_19_2012-12-28,61.8188
5_20_2012-12-28,1169.7820000000006
5_21_2012-12-28,1415.885000000001
5_22_2012-12-28,4313.110699999999
5_23_2012-12-28,8778.51599999999
5_24_2012-12-28,1986.403500000001
5_25_2012-12-28,2815.8587999999977
5_26_2012-12-28,2512.2473999999984
5_27_2012-12-28,762.4347999999998
5_28_2012-12-28,273.3311
5_29_2012-12-28,2143.6041999999984
5_30_2012-12-28,670.1210000000001
5_31_2012-12-28,1050.328599999999
5_32_2012-12-28,5842.534900000006
5_33_2012-12-28,2007.434499999998
5_34_2012-12-28,4140.109100000001
5_35_2012-12-28,850.1726000000006
5_36_2012-12-28,578.4384000000003
5_38_2012-12-28,53070.19630000001
5_40_2012-12-28,20252.39009999999
5_41_2012-12-28,1145.3265000000004
5_42_2012-12-28,2521.701999999998
5_44_2012-12-28,1822.8769
5_46_2012-12-28,8371.529599999994
5_49_2012-12-28,49.975699999999954
5_52_2012-12-28,542.2276000000003
5_54_2012-12-28,56.39400000000006
5_55_2012-12-28,7901.247200000004
5_56_2012-12-28,289.09139999999957
5_58_2012-12-28,836.1085
5_59_2012-12-28,477.0477000000005
5_60_2012-12-28,175.44399999999993
5_67_2012-12-28,5049.0266
5_71_2012-12-28,809.6831
5_72_2012-12-28,27161.173600000013
5_74_2012-12-28,5391.821500000006
5_79_2012-12-28,5423.7624
5_80_2012-12-28,8.167199999999994
5_81_2012-12-28,2803.0749999999985
5_82_2012-12-28,8131.992299999993
5_85_2012-12-28,1077.1107000000002
5_87_2012-12-28,12222.306499999999
5_90_2012-12-28,3483.803900000001
5_91_2012-12-28,1326.8581000000008
5_92_2012-12-28,8681.672999999993
5_95_2012-12-28,17026.23619999998
5_96_2012-12-28,6878.331799999996
5_97_2012-12-28,616.1188999999998
5_98_2012-12-28,28.7036
5_99_2012-12-28,28.7036
5_1_2013-01-04,8453.727299999997
5_2_2013-01-04,12054.760799999995
5_3_2013-01-04,4423.5795
5_4_2013-01-04,10226.74969999999
5_5_2013-01-04,7348.443599999993
5_6_2013-01-04,717.9964999999997
5_7_2013-01-04,4454.985700000001
5_8_2013-01-04,13835.373300000001
5_9_2013-01-04,5102.387399999998
5_10_2013-01-04,8835.566399999998
5_11_2013-01-04,7278.0311999999985
5_12_2013-01-04,1925.249500000001
5_13_2013-01-04,11572.635999999997
5_14_2013-01-04,3263.9343999999983
5_16_2013-01-04,2554.338799999998
5_17_2013-01-04,2200.180199999999
5_18_2013-01-04,1678.9934000000007
5_19_2013-01-04,707.4012999999999
5_20_2013-01-04,1088.0053999999996
5_21_2013-01-04,1182.9102999999993
5_22_2013-01-04,2904.0428000000015
5_23_2013-01-04,7190.400599999993
5_24_2013-01-04,1741.4711999999997
5_25_2013-01-04,1701.5469999999998
5_26_2013-01-04,1340.9494999999995
5_27_2013-01-04,533.1018000000004
5_28_2013-01-04,214.82249999999988
5_29_2013-01-04,1244.5606999999995
5_30_2013-01-04,509.23659999999984
5_31_2013-01-04,734.1364999999998
5_32_2013-01-04,2575.088699999999
5_33_2013-01-04,992.5446
5_34_2013-01-04,2885.9519999999993
5_35_2013-01-04,902.5750000000002
5_36_2013-01-04,1154.075
5_38_2013-01-04,63010.62379999992
5_40_2013-01-04,21908.9637
5_41_2013-01-04,406.01430000000005
5_42_2013-01-04,2385.9033000000013
5_44_2013-01-04,1278.9875000000002
5_45_2013-01-04,21.70340000000003
5_46_2013-01-04,4094.1786000000047
5_49_2013-01-04,33.626499999999986
5_52_2013-01-04,390.4337000000004
5_54_2013-01-04,60.64000000000001
5_55_2013-01-04,3606.1575000000025
5_56_2013-01-04,183.73619999999988
5_58_2013-01-04,769.1709
5_59_2013-01-04,19.37699999999999
5_60_2013-01-04,240.9339999999998
5_67_2013-01-04,2695.152999999999
5_71_2013-01-04,457.4707000000006
5_72_2013-01-04,13449.828200000004
5_74_2013-01-04,3947.4870000000024
5_79_2013-01-04,5218.0319000000045
5_81_2013-01-04,2770.1515999999974
5_82_2013-01-04,3573.3157999999985
5_85_2013-01-04,870.8766
5_87_2013-01-04,12110.409899999995
5_90_2013-01-04,3530.3757000000005
5_91_2013-01-04,1323.3117000000002
5_92_2013-01-04,9051.954400000002
5_95_2013-01-04,17941.786099999998
5_96_2013-01-04,5981.0988
5_97_2013-01-04,662.3920999999998
5_98_2013-01-04,86.6019
5_1_2013-01-11,8951.00350000001
5_2_2013-01-11,12121.018299999994
5_3_2013-01-11,4224.886800000005
5_4_2013-01-11,10210.305900000003
5_5_2013-01-11,5748.6355
5_6_2013-01-11,485.6205999999996
5_7_2013-01-11,4039.2385000000013
5_8_2013-01-11,13506.922200000003
5_9_2013-01-11,4959.654899999995
5_10_2013-01-11,8376.361000000003
5_11_2013-01-11,7351.567499999994
5_12_2013-01-11,1958.6050999999995
5_13_2013-01-11,11029.426399999997
5_14_2013-01-11,3463.7415999999976
5_16_2013-01-11,2628.336199999996
5_17_2013-01-11,2398.935099999999
5_18_2013-01-11,1424.9743000000008
5_19_2013-01-11,453.9017000000003
5_20_2013-01-11,1242.3489
5_21_2013-01-11,1193.3600000000008
5_22_2013-01-11,2298.802500000001
5_23_2013-01-11,4913.272399999994
5_24_2013-01-11,1248.209100000001
5_25_2013-01-11,2246.0635000000016
5_26_2013-01-11,1475.414100000001
5_27_2013-01-11,517.1399000000006
5_28_2013-01-11,202.11289999999994
5_29_2013-01-11,1122.759699999999
5_30_2013-01-11,468.21039999999937
5_31_2013-01-11,670.8948000000004
5_32_2013-01-11,2208.061500000002
5_33_2013-01-11,974.4057999999995
5_34_2013-01-11,2679.9179
5_35_2013-01-11,871.7827000000007
5_36_2013-01-11,228.24119999999996
5_38_2013-01-11,60007.219799999984
5_40_2013-01-11,21069.57359999998
5_41_2013-01-11,428.0769
5_42_2013-01-11,2949.516899999997
5_44_2013-01-11,1261.1621000000011
5_46_2013-01-11,4333.797100000001
5_49_2013-01-11,38.63399999999996
5_52_2013-01-11,445.30300000000005
5_55_2013-01-11,2714.156699999999
5_56_2013-01-11,367.7391
5_58_2013-01-11,979.6649999999998
5_60_2013-01-11,237.37399999999982
5_67_2013-01-11,2604.7943000000005
5_71_2013-01-11,465.8394000000002
5_72_2013-01-11,11131.355600000003
5_74_2013-01-11,3900.824900000005
5_79_2013-01-11,4985.589200000008
5_80_2013-01-11,6.243099999999999
5_81_2013-01-11,2798.633399999998
5_82_2013-01-11,3737.7227000000003
5_85_2013-01-11,900.8784999999996
5_87_2013-01-11,11525.223000000005
5_90_2013-01-11,3513.4614000000015
5_91_2013-01-11,1320.1379000000009
5_92_2013-01-11,9158.688800000005
5_95_2013-01-11,18014.651900000015
5_96_2013-01-11,5649.8228
5_97_2013-01-11,668.0807000000002
5_1_2013-01-18,9468.736100000007
5_2_2013-01-18,12486.696699999997
5_3_2013-01-18,4202.434500000002
5_4_2013-01-18,10020.144400000001
5_5_2013-01-18,8288.667599999997
5_6_2013-01-18,497.53869999999966
5_7_2013-01-18,4383.8013999999985
5_8_2013-01-18,13524.951500000008
5_9_2013-01-18,5546.695900000001
5_10_2013-01-18,8794.081099999998
5_11_2013-01-18,6988.0251
5_12_2013-01-18,2013.7590000000012
5_13_2013-01-18,11027.993699999997
5_14_2013-01-18,3466.103199999998
5_16_2013-01-18,2676.347099999997
5_17_2013-01-18,2310.0216000000005
5_18_2013-01-18,1473.6940000000013
5_19_2013-01-18,725.7376999999999
5_20_2013-01-18,1242.8690999999994
5_21_2013-01-18,1225.8448999999998
5_22_2013-01-18,2659.9519000000014
5_23_2013-01-18,5638.275899999991
5_24_2013-01-18,1409.1292000000008
5_25_2013-01-18,2179.3839000000007
5_26_2013-01-18,1448.0239000000001
5_27_2013-01-18,534.2403000000003
5_28_2013-01-18,204.83050000000003
5_29_2013-01-18,1236.0307999999989
5_30_2013-01-18,497.55399999999975
5_31_2013-01-18,742.0368000000005
5_32_2013-01-18,3086.544000000001
5_33_2013-01-18,1091.5306999999996
5_34_2013-01-18,2646.9548
5_35_2013-01-18,906.9543000000003
5_36_2013-01-18,384.9230999999999
5_38_2013-01-18,58360.35809999998
5_40_2013-01-18,20719.651899999983
5_41_2013-01-18,576.5766000000001
5_42_2013-01-18,2503.506800000001
5_44_2013-01-18,1338.0683000000008
5_46_2013-01-18,4236.043700000002
5_49_2013-01-18,46.40509999999998
5_52_2013-01-18,436.3926999999998
5_55_2013-01-18,3077.0264000000006
5_56_2013-01-18,410.80070000000006
5_58_2013-01-18,790.5267
5_59_2013-01-18,17.4428
5_60_2013-01-18,233.00599999999991
5_67_2013-01-18,3006.1477000000014
5_71_2013-01-18,419.5159000000003
5_72_2013-01-18,11441.232900000003
5_74_2013-01-18,3823.117700000004
5_79_2013-01-18,5108.445000000003
5_81_2013-01-18,2821.6214999999984
5_82_2013-01-18,3924.842000000002
5_85_2013-01-18,788.9565999999999
5_87_2013-01-18,10858.237200000005
5_90_2013-01-18,3547.206700000002
5_91_2013-01-18,1385.1442000000004
5_92_2013-01-18,8732.2466
5_95_2013-01-18,17954.852499999997
5_96_2013-01-18,5754.6528
5_97_2013-01-18,678.4183000000002
5_98_2013-01-18,33.78379999999999
5_1_2013-01-25,9282.129200000001
5_2_2013-01-25,12318.221999999992
5_3_2013-01-25,4155.146999999999
5_4_2013-01-25,9720.3587
5_5_2013-01-25,5420.777499999999
5_6_2013-01-25,547.7589999999997
5_7_2013-01-25,4556.733699999995
5_8_2013-01-25,13648.293900000004
5_9_2013-01-25,6387.2436
5_10_2013-01-25,9180.942599999998
5_11_2013-01-25,6911.377800000004
5_12_2013-01-25,2098.5511999999994
5_13_2013-01-25,11233.395299999991
5_14_2013-01-25,3420.637099999999
5_16_2013-01-25,4446.937900000001
5_17_2013-01-25,2157.4629000000004
5_18_2013-01-25,652.3023000000007
5_20_2013-01-25,1157.922199999999
5_21_2013-01-25,1162.9677999999994
5_22_2013-01-25,2529.5170000000016
5_23_2013-01-25,5033.323699999997
5_24_2013-01-25,1061.3203
5_25_2013-01-25,1864.6722000000016
5_26_2013-01-25,1476.6246000000015
5_27_2013-01-25,396.8451000000004
5_28_2013-01-25,190.70800000000003
5_29_2013-01-25,1088.4145999999994
5_30_2013-01-25,667.7669999999999
5_31_2013-01-25,558.4895000000002
5_32_2013-01-25,1840.6126000000006
5_33_2013-01-25,966.9447000000004
5_34_2013-01-25,2481.5464000000015
5_35_2013-01-25,826.5951999999999
5_36_2013-01-25,148.21169999999995
5_38_2013-01-25,59495.99579999998
5_40_2013-01-25,20565.70939999997
5_41_2013-01-25,411.3022000000001
5_42_2013-01-25,3092.4303999999993
5_44_2013-01-25,1346.7177
5_46_2013-01-25,4490.0439000000015
5_49_2013-01-25,28.3979
5_52_2013-01-25,457.3551000000002
5_55_2013-01-25,2971.2432
5_56_2013-01-25,530.6254000000002
5_58_2013-01-25,752.9442
5_59_2013-01-25,17.286900000000003
5_60_2013-01-25,190.08200000000005
5_67_2013-01-25,2437.016200000002
5_71_2013-01-25,503.64689999999996
5_72_2013-01-25,10347.121900000007
5_74_2013-01-25,3709.663100000001
5_79_2013-01-25,5115.646500000004
5_81_2013-01-25,2926.023699999999
5_82_2013-01-25,3355.8357999999953
5_85_2013-01-25,809.7201999999999
5_87_2013-01-25,10985.2305
5_90_2013-01-25,3568.2774999999983
5_91_2013-01-25,1383.7869999999996
5_92_2013-01-25,8549.753300000002
5_95_2013-01-25,18083.663500000013
5_96_2013-01-25,5963.238700000003
5_97_2013-01-25,633.7033
5_1_2013-02-01,22203.949900000007
5_2_2013-02-01,13104.9244
5_3_2013-02-01,3855.2439999999983
5_4_2013-02-01,10822.915399999996
5_5_2013-02-01,6466.500599999995
5_6_2013-02-01,908.1319000000012
5_7_2013-02-01,5262.215800000001
5_8_2013-02-01,14011.54420000001
5_9_2013-02-01,6793.298799999999
5_10_2013-02-01,9573.130399999993
5_11_2013-02-01,7579.087199999997
5_12_2013-02-01,2360.6175000000003
5_13_2013-02-01,12041.712099999999
5_14_2013-02-01,3416.4388999999996
5_16_2013-02-01,5814.432700000005
5_17_2013-02-01,2565.5512999999987
5_18_2013-02-01,1290.5616000000007
5_20_2013-02-01,1218.3592999999998
5_21_2013-02-01,1203.0139000000004
5_22_2013-02-01,2649.3449999999993
5_23_2013-02-01,5805.043099999999
5_24_2013-02-01,1474.5777000000005
5_25_2013-02-01,2932.1607999999997
5_26_2013-02-01,2220.554899999999
5_27_2013-02-01,435.79370000000023
5_28_2013-02-01,226.59539999999987
5_29_2013-02-01,1299.4994999999988
5_30_2013-02-01,887.5385999999997
5_31_2013-02-01,723.9226999999998
5_32_2013-02-01,2461.848399999999
5_33_2013-02-01,1473.3791999999999
5_34_2013-02-01,4121.277499999999
5_35_2013-02-01,1019.2432999999996
5_36_2013-02-01,365.6937000000001
5_38_2013-02-01,71228.51610000001
5_40_2013-02-01,22070.119800000008
5_41_2013-02-01,674.0497000000001
5_42_2013-02-01,3212.0378999999984
5_44_2013-02-01,1359.9837999999988
5_46_2013-02-01,5016.360700000003
5_49_2013-02-01,31.63180000000002
5_52_2013-02-01,520.4972
5_54_2013-02-01,31.397200000000048
5_55_2013-02-01,3279.697600000002
5_56_2013-02-01,1490.3765999999991
5_60_2013-02-01,279.37800000000004
5_67_2013-02-01,3946.7651000000023
5_71_2013-02-01,567.8162000000004
5_72_2013-02-01,12503.345399999998
5_74_2013-02-01,4179.291700000001
5_79_2013-02-01,5431.040000000001
5_81_2013-02-01,3052.3347000000003
5_82_2013-02-01,3648.0078000000008
5_85_2013-02-01,725.2589000000004
5_87_2013-02-01,13304.7638
5_90_2013-02-01,3391.9497999999976
5_91_2013-02-01,1446.6819999999996
5_92_2013-02-01,8956.607099999994
5_95_2013-02-01,18097.406900000005
5_96_2013-02-01,6327.125899999997
5_97_2013-02-01,747.9223999999998
5_1_2013-02-08,12870.573600000002
5_2_2013-02-08,13181.040800000002
5_3_2013-02-08,3952.666599999999
5_4_2013-02-08,10483.442900000002
5_5_2013-02-08,6815.549799999995
5_6_2013-02-08,997.6643000000003
5_7_2013-02-08,5853.125799999997
5_8_2013-02-08,13812.7501
5_9_2013-02-08,8882.857300000005
5_10_2013-02-08,10238.285299999996
5_11_2013-02-08,7773.125300000001
5_12_2013-02-08,2454.6326999999997
5_13_2013-02-08,12064.284199999996
5_14_2013-02-08,4231.475400000002
5_16_2013-02-08,5994.645000000005
5_17_2013-02-08,2645.1409999999996
5_18_2013-02-08,1881.9383000000005
5_20_2013-02-08,1308.2664
5_21_2013-02-08,1221.247500000001
5_22_2013-02-08,2970.4320999999977
5_23_2013-02-08,6109.933099999998
5_24_2013-02-08,1614.7981000000007
5_25_2013-02-08,2713.393499999998
5_26_2013-02-08,2259.182499999998
5_27_2013-02-08,482.2155999999997
5_28_2013-02-08,247.05279999999982
5_29_2013-02-08,1289.1620999999986
5_30_2013-02-08,908.4069999999997
5_31_2013-02-08,687.2951
5_32_2013-02-08,2785.7306999999996
5_33_2013-02-08,1743.0871
5_34_2013-02-08,4221.476100000001
5_35_2013-02-08,1153.5096000000003
5_36_2013-02-08,524.3470999999997
5_38_2013-02-08,64918.138099999975
5_40_2013-02-08,21922.273000000012
5_41_2013-02-08,634.4654000000002
5_42_2013-02-08,3287.008699999999
5_44_2013-02-08,1511.5337999999997
5_46_2013-02-08,5301.119700000002
5_49_2013-02-08,46.45640000000001
5_52_2013-02-08,541.9733000000003
5_54_2013-02-08,48.13160000000006
5_55_2013-02-08,3569.602399999999
5_56_2013-02-08,1648.755199999999
5_58_2013-02-08,777.7309999999999
5_59_2013-02-08,9.807900000000004
5_60_2013-02-08,305.51800000000003
5_67_2013-02-08,4453.5701000000045
5_71_2013-02-08,700.5738999999994
5_72_2013-02-08,19253.3911
5_74_2013-02-08,4062.274000000003
5_79_2013-02-08,5719.729999999999
5_81_2013-02-08,3052.0646000000006
5_82_2013-02-08,3620.8518000000026
5_85_2013-02-08,699.0261999999997
5_87_2013-02-08,13092.448799999991
5_90_2013-02-08,3370.0378999999957
5_91_2013-02-08,1495.0342999999991
5_92_2013-02-08,8822.049299999997
5_94_2013-02-08,494.94020000000006
5_95_2013-02-08,18286.545199999986
5_96_2013-02-08,6288.982700000002
5_97_2013-02-08,754.2881999999989
5_98_2013-02-08,30.244199999999996
5_1_2013-02-15,12630.5597
5_2_2013-02-15,12500.31419999999
5_3_2013-02-15,3833.8435999999983
5_4_2013-02-15,9893.1944
5_5_2013-02-15,7016.751599999996
5_6_2013-02-15,580.5552
5_7_2013-02-15,4798.798299999998
5_8_2013-02-15,13935.403100000003
5_9_2013-02-15,6930.401699999997
5_10_2013-02-15,9772.068999999992
5_11_2013-02-15,7288.835900000003
5_12_2013-02-15,2119.8390000000013
5_13_2013-02-15,11243.131400000002
5_14_2013-02-15,3927.5264000000006
5_16_2013-02-15,5983.2458000000015
5_17_2013-02-15,2507.0872
5_18_2013-02-15,1340.9897000000005
5_19_2013-02-15,203.7977
5_20_2013-02-15,1449.4356999999995
5_21_2013-02-15,1289.9561999999996
5_22_2013-02-15,2521.0853000000006
5_23_2013-02-15,6223.5114
5_24_2013-02-15,1516.1376000000007
5_25_2013-02-15,2916.3284000000026
5_26_2013-02-15,2015.2205999999994
5_27_2013-02-15,487.57910000000015
5_28_2013-02-15,206.5282
5_29_2013-02-15,1191.5517999999997
5_30_2013-02-15,851.6726000000003
5_31_2013-02-15,769.1588000000005
5_32_2013-02-15,2603.8786999999998
5_33_2013-02-15,1472.0737000000008
5_34_2013-02-15,3643.810499999999
5_35_2013-02-15,1312.958200000001
5_36_2013-02-15,212.12310000000014
5_38_2013-02-15,56829.588899999966
5_40_2013-02-15,21912.662099999994
5_41_2013-02-15,624.0438000000001
5_42_2013-02-15,3095.736199999999
5_44_2013-02-15,1395.9972
5_45_2013-02-15,18.389200000000024
5_46_2013-02-15,4896.1534
5_49_2013-02-15,43.2079
5_52_2013-02-15,467.3544
5_54_2013-02-15,30.49560000000003
5_55_2013-02-15,3446.5093999999995
5_56_2013-02-15,2179.7471999999993
5_58_2013-02-15,680.6542999999999
5_59_2013-02-15,6.264300000000007
5_60_2013-02-15,221.66199999999992
5_67_2013-02-15,2539.3518000000004
5_71_2013-02-15,419.61760000000027
5_72_2013-02-15,11849.57450000001
5_74_2013-02-15,3763.9028
5_79_2013-02-15,4916.943800000003
5_81_2013-02-15,2881.1962999999996
5_82_2013-02-15,3694.6093
5_85_2013-02-15,725.6075
5_87_2013-02-15,11059.994200000005
5_90_2013-02-15,3507.870800000002
5_91_2013-02-15,1402.2047999999998
5_92_2013-02-15,8766.313999999995
5_94_2013-02-15,955.9925999999999
5_95_2013-02-15,18304.3237
5_96_2013-02-15,5865.373500000001
5_97_2013-02-15,641.6109000000001
5_1_2013-02-22,9954.9924
5_2_2013-02-22,12650.4267
5_3_2013-02-22,3944.940399999998
5_4_2013-02-22,10043.573900000005
5_5_2013-02-22,6674.4094
5_6_2013-02-22,562.6021999999996
5_7_2013-02-22,4548.501299999997
5_8_2013-02-22,13951.2336
5_9_2013-02-22,7031.248800000004
5_10_2013-02-22,9648.586599999997
5_11_2013-02-22,6771.201200000005
5_12_2013-02-22,2106.1634999999997
5_13_2013-02-22,11254.798099999989
5_14_2013-02-22,3535.321500000003
5_16_2013-02-22,8291.722600000005
5_17_2013-02-22,2483.3201
5_18_2013-02-22,661.3339000000004
5_19_2013-02-22,108.05630000000001
5_20_2013-02-22,1300.762799999999
5_21_2013-02-22,1194.0036999999995
5_22_2013-02-22,2337.1664000000005
5_23_2013-02-22,5472.059199999997
5_24_2013-02-22,1403.8768000000005
5_25_2013-02-22,2974.668700000001
5_26_2013-02-22,1917.1384999999996
5_27_2013-02-22,393.4938000000004
5_28_2013-02-22,191.4934
5_29_2013-02-22,1009.5570999999991
5_30_2013-02-22,764.2690000000001
5_31_2013-02-22,661.6815000000005
5_32_2013-02-22,2154.3846999999996
5_33_2013-02-22,1387.3742999999997
5_34_2013-02-22,3639.5165999999986
5_35_2013-02-22,1227.9137999999994
5_36_2013-02-22,202.66949999999994
